LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,Mean_Payment,Mean_Bill,MP_<_MB/2,Most_Common,Limit_Status,Sept_Amount,Tree1,Tree2,Tree3,Tree4,Tree5,Tree6,Tree7,Tree8,Heredity1
260000,2,1,1,31,0,0,0,0,0,0,50312,128072,55359,39189,49909,20782,85387,33061,5039,20154,2854,29,0,24420.666666666668,57270.5,1,0.0,0.7580730769230769,0,0,1,0,0,0,0,0,0,0
110000,1,2,1,48,0,0,0,0,0,0,107767,108561,108895,78194,76385,76858,5700,5000,2700,2901,3000,3000,0,3716.8333333333335,92776.66666666667,1,0.0,4.8578090909090905,1,0,1,0,0,0,0,0,0,0
300000,2,2,1,40,-2,-2,-2,-2,-2,-2,0,0,2454,217960,0,0,0,2454,218000,0,0,179999,0,66742.16666666667,36735.666666666664,0,-2.0,-0.60013,0,0,1,0,0,0,0,0,0,4
360000,2,2,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,-2
180000,2,2,1,29,0,0,-1,0,0,0,3783,2813,839,1557,51680,53115,2000,839,718,50824,2242,1100,0,9620.5,18964.5,0,0.0,0.31146666666666667,0,0,1,0,0,0,0,0,0,0
470000,2,1,1,39,-1,0,0,0,0,0,235490,125853,143646,113422,96921,94405,25853,20745,13422,6921,5645,6114,0,13116.666666666666,134956.16666666666,1,0.0,1.5553978723404256,1,0,1,0,0,0,0,0,0,0
150000,2,2,1,27,0,0,0,0,0,0,5877,6640,7408,8147,8054,7819,1268,1284,1271,426,283,484,0,836.0,7324.166666666667,1,0.0,0.2595266666666667,0,0,1,0,0,0,0,0,0,0
30000,2,2,1,35,0,0,0,0,0,0,25239,26847,26319,26868,25345,26781,3000,3000,2000,3304,2000,3000,0,2717.3333333333335,26233.166666666668,1,0.0,4.703166666666666,0,0,1,0,0,0,0,0,0,0
70000,1,3,1,39,0,0,0,0,0,0,58665,55845,55362,39615,40477,43295,6852,2010,1500,1500,3500,2000,0,2893.6666666666665,48876.5,1,0.0,3.9413857142857145,1,0,1,0,0,0,0,0,0,0
150000,2,1,2,28,0,0,0,0,0,0,66296,61916,39614,39863,26379,22081,3000,3005,5000,3000,5000,1000,0,3334.1666666666665,42691.5,1,0.0,1.5742933333333333,1,0,1,0,0,0,0,0,0,0
360000,2,1,1,37,-1,-1,-1,0,0,-1,4644,1417,3588,2589,1549,1278,1417,3588,0,0,1278,1998,0,1380.1666666666667,2510.8333333333335,0,-1.0,0.018844444444444445,1,1,0,0,0,0,0,0,0,1
50000,1,1,1,49,-1,-1,-1,2,-1,0,25801,-1032,6910,6314,18544,12894,0,9000,88,18596,5023,5028,0,6289.166666666667,11571.833333333334,0,-1.0,0.63392,1,1,0,0,0,0,0,0,0,1
10000,1,2,1,50,1,2,0,0,0,0,10171,8150,8446,8067,8227,8400,2,1281,1134,294,305,1000,0,669.3333333333334,8576.833333333334,1,0.0,4.7445,1,0,0,1,0,0,0,0,0,2
500000,1,1,1,46,0,0,0,0,0,-1,53049,66623,70194,68618,67300,1825,16018,10000,4,333,1831,597,0,4797.166666666667,54601.5,1,0.0,0.597652,0,1,0,0,0,0,0,0,0,0
330000,2,2,2,39,0,0,0,0,0,0,156853,139687,120586,123152,115105,85737,5757,3923,4108,3632,3779,3672,0,4145.166666666667,123520.0,1,0.0,2.170451515151515,1,0,1,0,0,0,0,0,0,0
150000,2,2,1,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,4
500000,2,1,1,37,-2,-2,-2,-2,-2,-2,6757,9505,12171,11345,28731,67206,9505,12176,11564,29321,67206,8602,0,23062.333333333332,22619.166666666668,0,-2.0,-0.005318,0,0,1,0,0,0,0,0,0,4
50000,2,2,2,23,0,0,2,2,0,0,10587,25768,12218,13656,15918,10771,3500,2500,1980,3500,1000,0,0,2080.0,14819.666666666666,1,0.0,1.52876,0,0,1,0,0,0,0,0,0,0
200000,1,2,1,28,-1,0,0,0,0,0,11445,12379,12187,7402,10827,11351,5013,3038,3007,5005,2056,2826,0,3490.8333333333335,10931.833333333334,1,0.0,0.22323,1,0,1,0,0,0,0,0,0,0
110000,2,3,1,36,0,0,0,0,0,0,114097,109609,87374,49525,49225,48968,5620,9860,1741,1702,1736,1894,0,3758.8333333333335,76466.33333333333,1,0.0,3.965863636363636,1,0,1,0,0,0,0,0,0,0
330000,2,2,1,37,-1,-1,-1,-1,0,0,2202,2900,2335,7278,6646,5324,2911,2579,7278,6,26,2089,0,2481.5,4447.5,0,-1.0,0.035745454545454546,0,0,1,0,0,0,0,0,0,1
300000,2,2,1,37,-1,-1,-1,-1,-1,-1,15695,11551,6224,14959,6885,22107,11551,6252,14959,6885,22107,6741,0,11415.833333333334,12903.5,0,-1.0,0.029753333333333333,1,0,1,0,0,0,0,0,0,1
500000,1,1,1,39,-1,-1,-1,-1,-1,-1,6057,9418,7667,6222,9435,7235,9418,7667,6222,9435,7235,8840,0,8136.166666666667,7672.333333333333,0,-1.0,-0.005566,0,0,1,0,0,0,0,0,0,1
80000,2,2,2,25,-1,-1,0,0,-2,-2,2177,1677,7360,0,0,0,2000,5860,0,0,0,0,0,1310.0,1869.0,0,-2.0,0.041925,1,1,0,0,0,0,0,0,0,1
300000,1,2,1,46,-1,-1,-1,-2,-1,0,1413,15393,-10,-10,7805,5738,15480,0,0,7815,28,6554,0,4979.5,5054.833333333333,0,-1.0,0.0015066666666666666,0,1,0,0,0,0,0,0,0,1
60000,1,2,2,33,0,0,0,0,0,0,32961,31379,31328,30905,30237,28461,1799,3000,1420,2000,1164,2000,0,1897.1666666666667,30878.5,1,0.0,2.8981333333333335,1,0,1,0,0,0,0,0,0,0
80000,2,2,1,39,0,0,-1,-1,-1,-1,44002,43156,22478,5011,4674,0,2300,22478,5011,4674,0,0,0,5743.833333333333,19886.833333333332,1,-1.0,1.060725,1,0,1,0,0,0,0,0,0,0
500000,1,1,2,32,1,-1,-1,-1,0,0,-218,466,1267,155951,159749,167416,1000,1267,155000,6000,10000,8000,0,30211.166666666668,80771.83333333333,1,-1.0,0.606728,0,0,1,0,0,0,0,0,0,-1
30000,2,3,2,50,0,0,-1,-1,-2,-1,25648,25524,3737,0,0,22525,1000,3836,0,0,22525,0,0,4560.166666666667,12905.666666666666,1,-1.0,1.6691,1,1,0,0,0,0,0,0,0,0
180000,2,3,1,34,0,0,0,-1,-1,-1,16386,15793,8441,7142,-679,8321,8500,1500,7500,679,9000,2000,0,4863.166666666667,9234.0,0,-1.0,0.14569444444444443,1,0,1,0,0,0,0,0,0,0
50000,2,2,1,54,0,0,0,0,0,0,46137,46975,47500,47921,17125,16686,2000,2045,1466,600,604,608,0,1220.5,37057.333333333336,1,0.0,4.30042,1,0,1,0,0,0,0,0,0,0
180000,1,1,2,38,1,-2,-2,-2,-2,-2,3999,2183,5828,0,2165,645,2183,5828,0,2165,645,4390,0,2535.1666666666665,2470.0,0,-2.0,-0.002172222222222222,1,1,0,0,0,0,0,0,0,-2
150000,2,2,2,29,-1,-1,2,0,0,2,2501,6845,4592,8617,2190,1369,4400,0,4025,407,0,1845,0,1779.5,4352.333333333333,1,-1.0,0.10291333333333333,0,0,1,0,0,0,0,0,0,1
200000,2,2,2,31,0,0,0,0,0,0,101431,102604,125731,120465,118759,119378,5000,30000,5809,4002,4500,4100,0,8901.833333333334,114728.0,1,0.0,3.174785,0,0,1,0,0,0,0,0,0,0
50000,2,2,1,45,0,0,0,0,0,0,49073,12630,9215,9215,8011,5615,2022,2000,0,1000,1904,1664,0,1431.6666666666667,15626.5,1,0.0,1.70338,1,1,0,0,0,0,0,0,0,0
260000,1,3,1,36,-1,0,0,0,0,0,154462,153799,77156,73658,70273,67100,7425,2795,2779,2947,3400,5000,0,4057.6666666666665,99408.0,1,0.0,2.2003923076923075,1,0,1,0,0,0,0,0,0,0
50000,2,3,2,45,0,0,0,0,0,0,3740,4382,5008,5627,6159,6677,1100,1091,1100,1000,1000,1000,0,1048.5,5265.5,1,0.0,0.50604,0,0,1,0,0,0,0,0,0,0
500000,1,1,1,50,0,0,0,0,0,0,197004,202740,203537,167013,169395,171648,20000,15000,15000,15000,15000,15000,0,15833.333333333334,185222.83333333334,1,0.0,2.032674,1,0,1,0,0,0,0,0,0,0
20000,2,2,2,21,0,0,0,-2,-2,-2,13717,9058,0,0,0,0,1005,0,0,0,0,0,0,167.5,3795.8333333333335,1,-2.0,1.0885,1,1,0,0,0,0,0,0,0,0
120000,2,2,2,24,0,0,0,0,0,0,69725,66918,65838,61527,59620,60767,3008,2319,2151,2200,2300,2100,0,2346.3333333333335,64065.833333333336,1,0.0,3.085975,1,0,1,0,0,0,0,0,0,0
20000,2,1,2,24,-1,-1,-1,0,0,0,7795,4110,10269,5880,3330,4339,4112,10269,118,67,2000,2128,0,3115.6666666666665,5953.833333333333,0,-1.0,0.85145,1,1,0,0,0,0,0,0,0,1
100000,2,2,1,32,0,0,0,0,0,0,98908,60868,60652,58338,56849,45744,2749,4800,2000,2000,2000,2000,0,2591.5,63559.833333333336,1,0.0,3.6581,1,0,1,0,0,0,0,0,0,0
180000,2,2,1,37,0,0,0,0,0,0,78089,75159,76602,76896,78588,77770,3333,3310,2900,3040,3500,2300,0,3063.8333333333335,77184.0,1,0.0,2.4706722222222224,1,0,1,0,0,0,0,0,0,0
70000,1,1,2,51,0,0,0,2,0,0,43048,43257,44115,41112,39922,40150,3000,4000,0,1500,3000,5000,0,2750.0,41934.0,1,0.0,3.3586285714285715,1,1,0,0,0,0,0,0,0,0
200000,2,1,1,44,-1,-1,-1,-1,-1,-1,798,4130,6952,827,1426,763,4150,6952,827,1426,763,870,0,2498.0,2482.6666666666665,0,-1.0,-0.00046,0,0,1,0,0,0,0,0,0,1
170000,1,3,2,38,0,0,0,0,0,0,21310,22957,24266,25556,29949,34434,2000,2000,2000,5000,5000,5000,0,3500.0,26412.0,1,0.0,0.8086588235294118,0,0,1,0,0,0,0,0,0,0
20000,1,1,2,22,0,0,0,0,0,0,18093,18543,18911,19000,19397,19941,1300,1611,700,704,867,597,0,963.1666666666666,18980.833333333332,1,0.0,5.4053,0,0,1,0,0,0,0,0,0,0
220000,1,2,2,29,-1,-1,-1,-1,-1,-1,326,326,326,326,326,322,326,326,326,326,322,646,0,378.6666666666667,325.3333333333333,0,-1.0,-0.0014545454545454545,1,1,0,0,0,0,0,0,0,1
20000,1,3,3,46,0,0,0,0,0,-2,15523,17264,18325,15680,0,0,2000,1500,500,0,0,0,0,666.6666666666666,11132.0,1,0.0,3.1396,1,0,1,0,0,0,0,0,0,0
200000,2,2,1,51,1,2,2,0,0,2,93215,95336,93114,94239,99428,101843,4300,0,3365,6700,4000,3500,0,3644.1666666666665,96195.83333333333,1,2.0,2.77655,0,0,0,0,1,0,0,0,0,2
50000,2,1,2,23,0,0,0,0,0,0,45345,46403,38343,32214,17292,7501,2010,2046,1866,310,300,483,0,1169.1666666666667,31183.0,1,0.0,3.60166,1,0,1,0,0,0,0,0,0,0
170000,1,2,2,35,0,0,0,0,0,2,115634,118823,120475,109993,115151,112232,5935,6040,4000,8000,0,4320,0,4715.833333333333,115384.66666666667,1,0.0,3.905958823529412,1,0,1,0,0,0,0,0,0,0
180000,1,2,1,36,-2,-2,-2,-2,-2,-2,15315,0,0,0,500,2240,0,0,0,500,2240,1800,0,756.6666666666666,3009.1666666666665,1,-2.0,0.07508333333333334,1,1,0,0,0,0,0,0,0,4
120000,2,1,2,26,-1,-1,-1,-1,-1,-1,6500,4899,6500,6825,5635,2833,4899,6500,6825,5635,5497,7921,0,6212.833333333333,5532.0,0,-1.0,-0.034041666666666665,1,0,1,0,0,0,0,0,0,1
210000,2,1,1,40,0,0,0,0,0,0,206803,207471,152365,146625,146163,146180,7876,5400,6000,6000,6000,10000,0,6879.333333333333,167601.16666666666,1,0.0,4.5920523809523806,1,0,1,0,0,0,0,0,0,0
270000,2,3,1,55,-2,-1,-1,-1,-1,-1,2039,7918,4246,4875,836,5949,7922,4246,4875,836,5949,1258,0,4181.0,4310.5,0,-1.0,0.0028777777777777777,0,0,1,0,0,0,0,0,0,2
50000,2,3,1,51,0,0,0,0,0,-1,20454,21899,20895,11241,-861,38040,2100,2000,1000,0,39500,1500,0,7683.333333333333,18611.333333333332,1,0.0,1.31136,1,0,1,0,0,0,0,0,0,0
200000,1,1,2,36,1,-2,-2,-2,-1,-1,0,0,0,0,3774,0,0,0,0,3774,0,686,0,743.3333333333334,629.0,0,-2.0,-0.00343,0,1,0,0,0,0,0,0,0,-2
70000,2,1,2,24,0,0,0,0,0,0,42105,35575,32772,29766,29286,29404,1614,2042,2002,1052,1055,1063,0,1471.3333333333333,33151.333333333336,1,0.0,2.7154285714285713,1,0,1,0,0,0,0,0,0,0
260000,1,2,2,37,0,0,0,-1,0,0,255691,262736,36638,122388,127402,131074,14000,5022,130000,7000,6000,6000,0,28003.666666666668,155988.16666666666,1,0.0,2.9534884615384613,1,0,1,0,0,0,0,0,0,0
240000,2,1,1,36,-1,-1,-1,-1,-1,-1,12181,6746,12104,2788,4084,3288,6746,12104,2788,4084,3288,4788,0,5633.0,6865.166666666667,0,-1.0,0.030804166666666667,1,0,1,0,0,0,0,0,0,1
280000,1,2,1,36,0,0,-2,-2,-2,-2,143650,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23941.666666666668,1,-2.0,0.5130357142857143,1,1,0,0,0,0,0,0,0,0
200000,2,1,2,28,0,0,0,0,2,2,58833,61991,7357,9471,8538,7685,4100,3000,3000,0,1000,0,0,1850.0,25645.833333333332,1,0.0,0.713875,1,0,1,0,0,0,0,0,0,0
460000,2,1,2,39,0,0,0,0,0,0,89095,93634,111899,199682,177073,175979,6000,20000,90000,9000,10000,10000,0,24166.666666666668,141227.0,1,0.0,1.5268739130434783,0,0,1,0,0,0,0,0,0,0
300000,2,1,1,30,1,-2,-1,0,-1,-1,-6027,-6027,3973,3973,1244,1631,0,10000,0,1244,1631,2000,0,2479.1666666666665,-205.5,0,-1.0,-0.053693333333333336,0,1,0,0,0,0,0,0,0,-2
180000,1,1,2,27,0,0,0,0,0,0,20793,18795,23194,44070,39003,26424,10053,12057,30035,863,72,37,0,8852.833333333334,28713.166666666668,1,0.0,0.6620111111111111,0,0,1,0,0,0,0,0,0,0
30000,1,2,2,29,1,2,0,0,0,0,24180,23498,24532,25517,25896,26282,0,1715,1700,1100,952,958,0,1070.8333333333333,24984.166666666668,1,0.0,4.782666666666667,0,0,0,1,0,0,0,0,0,2
370000,2,2,1,47,-2,-2,-2,-2,-2,-1,1859,2232,4556,4333,2504,3431,2243,4578,4354,2516,3438,37467,0,9099.333333333334,3152.5,0,-2.0,-0.09643513513513513,0,0,1,0,0,0,0,0,0,4
420000,1,2,1,39,-1,0,-1,-1,0,0,22219,22423,4889,14373,12881,3690,7573,4913,14415,6930,709,104259,0,23133.166666666668,13412.5,0,-1.0,-0.13886666666666667,1,0,1,0,0,0,0,0,0,0
250000,2,2,1,29,-2,-2,-2,-2,-2,-2,0,256,258,258,258,258,256,258,258,258,258,258,0,257.6666666666667,214.66666666666666,0,-2.0,-0.001032,0,1,0,0,0,0,0,0,0,4
250000,1,1,2,29,0,0,0,0,0,0,240725,200603,150035,145876,100971,50333,10022,7004,5414,2500,1010,48440,0,12398.333333333334,148090.5,1,0.0,3.256612,1,0,1,0,0,0,0,0,0,0
60000,2,1,2,26,-2,-2,-2,-2,-2,-2,17873,5959,2933,2933,4933,1983,3000,1000,0,2000,0,13072,0,3178.6666666666665,6102.333333333333,0,-2.0,0.29236666666666666,1,1,0,0,0,0,0,0,0,4
100000,2,3,1,35,0,0,0,0,0,0,91518,76621,78265,82808,83869,85191,3000,4000,8000,4000,3500,3600,0,4350.0,83045.33333333333,1,0.0,4.72172,1,0,1,0,0,0,0,0,0,0
50000,2,1,2,30,0,0,0,0,0,0,31205,23646,24418,25938,27067,28193,2000,2000,2000,1500,1500,1500,0,1750.0,26744.5,1,0.0,2.99934,1,0,1,0,0,0,0,0,0,0
150000,2,2,2,24,1,2,0,0,0,0,65542,28311,23978,17853,34527,28277,0,2145,10000,22000,3000,5093,0,7039.666666666667,33081.333333333336,1,0.0,1.0416666666666667,1,0,0,1,0,0,0,0,0,2
450000,1,1,1,53,-1,-1,-1,-1,-1,0,3873,3119,8970,1323,11990,8838,3128,9008,1323,12008,214,1327,0,4501.333333333333,6352.166666666667,0,-1.0,0.024677777777777778,0,0,1,0,0,0,0,0,0,1
240000,2,2,1,49,-2,-1,2,-1,-1,-1,0,2353,2135,3305,0,5370,2421,0,3305,0,5370,4605,0,2616.8333333333335,2193.8333333333335,0,-1.0,-0.010575,0,0,1,0,0,0,0,0,0,2
170000,1,4,2,28,0,0,0,0,0,0,169763,166286,162330,110034,97018,96056,6300,8138,4206,3366,3421,3642,0,4845.5,133581.16666666666,1,0.0,4.543611764705882,1,0,1,0,0,0,0,0,0,0
160000,2,1,1,33,-1,-1,-1,-1,0,0,7429,7165,1849,4715,799,0,8000,2000,4755,0,0,0,0,2459.1666666666665,3659.5,0,-1.0,0.0450125,1,0,1,0,0,0,0,0,0,1
150000,1,1,2,30,0,0,0,-1,0,-1,2384,4176,5877,1610,1180,2980,2000,2000,2000,1000,3000,0,0,1666.6666666666667,3034.5,0,0.0,0.054713333333333336,0,0,1,0,0,0,0,0,0,0
230000,2,1,1,35,0,0,0,0,-2,-2,4259,5432,6182,0,0,0,1250,1000,0,0,0,0,0,375.0,2645.5,1,0.0,0.0592304347826087,1,1,0,0,0,0,0,0,0,0
140000,2,2,2,26,0,0,0,0,0,0,182424,115115,120176,101065,64570,51521,10207,9120,3000,2117,2000,2000,0,4740.666666666667,105811.83333333333,1,0.0,4.331621428571428,1,0,1,0,0,0,0,0,0,0
60000,2,3,2,52,0,0,0,0,2,0,60250,60585,61257,62697,60816,61685,2167,2483,6084,0,1936,1850,0,2420.0,61215.0,1,0.0,5.8795,0,0,1,0,0,0,0,0,0,0
240000,2,2,1,33,0,0,0,0,0,0,240878,233838,238067,242579,238245,233710,10000,11000,10000,10000,10000,8000,0,9833.333333333334,237886.16666666666,1,0.0,5.701320833333333,1,0,1,0,0,0,0,0,0,0
30000,1,3,2,25,0,0,0,0,0,-2,10198,28773,18031,13127,0,0,18808,1200,263,0,0,0,0,3378.5,11688.166666666666,1,0.0,1.6619333333333333,0,1,0,0,0,0,0,0,0,0
120000,2,2,2,30,0,0,0,0,0,0,104801,100502,86478,81902,78616,80307,4000,2960,3833,2855,3000,3000,0,3274.6666666666665,88767.66666666667,1,0.0,4.27465,1,0,1,0,0,0,0,0,0,0
130000,2,3,2,39,1,2,2,2,0,-1,4867,3189,4634,2946,1473,780,0,2946,0,0,780,0,0,621.0,2981.5,1,2.0,0.10894615384615385,1,0,0,1,0,0,0,0,0,2
80000,2,2,2,22,0,0,0,0,0,0,18429,19500,14366,15369,14595,14363,2015,1500,1252,330,1829,207,0,1188.8333333333333,16103.666666666666,1,0.0,1.1186125,1,0,1,0,0,0,0,0,0,0
290000,1,1,1,38,-2,-2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,0,0.0,416.6666666666667,1,-2.0,0.008620689655172414,1,1,0,0,0,0,0,0,0,4
230000,1,1,1,39,0,0,0,0,0,0,220706,227741,183268,186989,159345,162695,11200,6200,6237,7000,6000,6100,0,7122.833333333333,190124.0,1,0.0,4.773943478260869,1,0,1,0,0,0,0,0,0,0
80000,2,1,2,27,0,0,0,0,2,2,42414,43770,44455,47825,48220,48884,2039,1724,4094,2300,1600,0,0,1959.5,45928.0,1,0.0,3.2976375,0,0,1,0,0,0,0,0,0,0
50000,2,1,2,25,0,0,0,0,0,0,49604,29449,16005,16472,18072,18405,2000,1600,1000,2000,618,2000,0,1536.3333333333333,24667.833333333332,1,0.0,2.77578,1,0,1,0,0,0,0,0,0,0
20000,1,2,1,51,0,0,0,0,0,0,18673,17572,18584,19097,19328,37576,1297,1309,822,682,0,1558,0,944.6666666666666,21805.0,1,0.0,6.2581,0,0,1,0,0,0,0,0,0,0
280000,2,2,1,36,-2,-2,-2,-2,-2,-2,2874,2874,2874,2874,2874,2854,2888,2888,2888,2888,2868,7029,0,3574.8333333333335,2870.6666666666665,0,-2.0,-0.015089285714285715,1,0,1,0,0,0,0,0,0,4
90000,2,2,1,47,-1,-1,-1,-1,-1,-1,1887,43542,12148,880,10880,880,43542,12148,880,10880,880,1080,0,11568.333333333334,11702.833333333334,0,-1.0,0.008966666666666666,0,0,1,0,0,0,0,0,0,1
100000,1,2,2,27,0,0,0,0,0,-1,100442,96018,97453,99407,95600,981,5000,8000,3500,3500,981,0,0,3496.8333333333335,81650.16666666667,1,0.0,4.6892,1,0,1,0,0,0,0,0,0,0
90000,2,1,2,29,-1,-1,-1,-1,0,0,6146,6193,0,3199,1888,0,6198,200,3199,0,0,0,0,1599.5,2904.3333333333335,0,-1.0,0.0869888888888889,1,0,1,0,0,0,0,0,0,1
430000,2,2,1,41,-2,-2,-2,-2,-2,-2,2830,21419,15555,6705,6705,5673,21419,0,6705,0,5673,7791,0,6931.333333333333,9814.5,0,-2.0,0.04023023255813953,0,0,1,0,0,0,0,0,0,4
50000,1,2,2,31,0,0,3,2,0,0,10426,14466,13952,13418,13686,13456,4231,0,0,451,456,449,0,931.1666666666666,13234.0,1,0.0,1.47634,0,1,0,0,0,0,0,0,0,0
30000,2,1,1,22,0,0,0,0,0,2,22479,22650,22513,22391,23654,22738,2004,2004,2001,2001,1,1701,0,1618.6666666666667,22737.5,1,0.0,4.223766666666666,0,0,1,0,0,0,0,0,0,0
30000,1,1,2,41,2,2,2,2,2,0,24357,27453,26718,28168,27579,28321,3500,0,2200,0,1200,1250,0,1358.3333333333333,27099.333333333332,1,2.0,5.1482,0,0,0,0,0,0,1,0,0,4
120000,2,1,2,24,0,0,0,0,0,0,75796,76004,67187,49924,33188,19826,3700,2023,2016,2000,1200,1000,0,1989.8333333333333,53654.166666666664,1,0.0,2.5832166666666665,1,0,1,0,0,0,0,0,0,0
70000,1,3,1,46,1,2,2,2,2,2,30040,29258,31137,32855,33316,34137,0,2352,2531,1300,1500,0,0,1280.5,31790.5,1,2.0,2.615142857142857,0,0,0,0,1,0,0,0,0,2
220000,2,2,1,34,-1,-1,-1,-1,-1,-1,387,1083,1969,389,389,389,1086,2099,390,390,390,391,0,791.0,767.6666666666666,0,-1.0,-0.0006363636363636364,0,1,0,0,0,0,0,0,0,1
90000,2,1,1,38,-1,-1,0,0,-1,-1,2346,15271,16360,41936,538,2716,15271,2000,30000,538,2716,652,0,8529.5,13194.5,0,-1.0,0.311,0,0,1,0,0,0,0,0,0,1
220000,2,2,2,34,0,0,0,0,0,0,93815,96121,56148,35642,33516,30177,4300,2407,2000,2000,1100,1000,0,2134.5,57569.833333333336,1,0.0,1.5118727272727273,1,0,1,0,0,0,0,0,0,0
80000,2,2,2,31,-2,-2,-2,-2,-2,-2,4771,4771,538,15664,150,1150,4771,538,15664,150,1150,791,0,3844.0,4507.333333333333,0,-2.0,0.04975,1,0,1,0,0,0,0,0,0,4
80000,1,1,2,38,-1,0,0,0,0,0,21788,32562,23346,18361,10434,7387,16445,1482,1011,8,111,3509,0,3761.0,18979.666666666668,1,0.0,1.1414,1,0,1,0,0,0,0,0,0,0
50000,1,2,1,34,0,0,0,0,0,0,43389,44381,45942,45943,20276,19515,1717,2278,1279,3475,676,648,0,1678.8333333333333,36574.333333333336,1,0.0,4.18746,1,0,1,0,0,0,0,0,0,0
140000,2,3,1,34,0,0,0,0,0,0,131138,133452,136194,137490,106322,104583,6300,7000,5421,4000,4000,4200,0,5153.5,124863.16666666667,1,0.0,5.130414285714286,1,0,1,0,0,0,0,0,0,0
60000,1,2,1,46,0,0,0,0,0,0,57487,59228,60040,58722,19790,19250,2706,3004,1475,690,1000,1200,0,1679.1666666666667,45752.833333333336,1,0.0,4.407366666666666,1,0,1,0,0,0,0,0,0,0
30000,2,2,2,29,0,0,0,0,0,0,25167,25299,22912,14940,9365,1280,1414,1415,1002,200,104,0,0,689.1666666666666,16493.833333333332,1,0.0,3.1609333333333334,1,0,1,0,0,0,0,0,0,0
160000,2,1,2,35,0,0,0,0,0,0,61089,53073,46508,42835,46169,40482,1965,1972,1509,4000,3000,4000,0,2741.0,48359.333333333336,1,0.0,1.7106875,1,0,1,0,0,0,0,0,0,0
500000,1,1,1,35,-1,-1,-1,-2,-1,-1,6257,10445,7009,12515,8037,7944,10492,7114,12587,8071,7978,13896,0,10023.0,8701.166666666666,0,-1.0,-0.015862,0,0,1,0,0,0,0,0,0,1
130000,2,1,2,27,0,0,0,0,0,0,91467,68747,66372,64854,66432,46919,3247,3372,2354,2432,2919,1926,0,2708.3333333333335,67465.16666666667,1,0.0,2.988776923076923,1,0,1,0,0,0,0,0,0,0
10000,1,2,1,32,1,2,2,2,2,2,8425,8148,9481,9180,10052,10091,0,1632,0,1022,350,0,0,500.6666666666667,9229.5,1,2.0,5.2373,0,0,0,0,1,0,0,0,0,2
50000,2,2,1,36,0,0,0,0,0,0,46801,38296,28923,29254,29313,29661,2839,1438,1159,1035,1196,1007,0,1445.6666666666667,33708.0,1,0.0,3.87148,1,0,1,0,0,0,0,0,0,0
280000,1,1,2,31,1,-1,2,2,-1,-1,0,3405,2973,0,962,3481,3405,0,0,962,3481,9,0,1309.5,1803.5,0,-1.0,0.010585714285714285,0,1,0,0,0,0,0,0,0,-1
50000,2,2,1,40,-1,-1,-1,-1,-1,-1,4860,8389,22049,8110,3164,10148,8389,22049,8117,3164,10148,7949,0,9969.333333333334,9453.333333333334,0,-1.0,-0.06192,0,0,1,0,0,0,0,0,0,1
50000,2,3,1,49,0,0,0,0,0,0,5630,6629,5918,6918,6941,4756,1107,1000,1000,1500,2150,0,0,1126.1666666666667,6132.0,1,0.0,0.6007,0,0,1,0,0,0,0,0,0,0
200000,2,1,2,28,-2,-1,0,0,0,0,466,161746,153377,134027,135120,136512,161844,5228,5005,5004,5151,5253,0,31247.5,120208.0,1,0.0,2.668815,0,0,1,0,0,0,0,0,0,2
280000,2,2,2,46,0,0,2,2,0,0,29523,154398,151984,47851,49374,50198,126000,3000,0,3000,2000,2000,0,22666.666666666668,80554.66666666667,1,0.0,1.240457142857143,0,1,0,0,0,0,0,0,0,0
50000,2,3,1,61,0,0,0,2,0,0,38158,35961,37417,24663,24655,26088,2220,2943,0,887,2000,716,0,1461.0,31157.0,1,0.0,3.56352,1,1,0,0,0,0,0,0,0,0
360000,2,2,2,34,-2,-2,-2,-2,-2,-2,724,1232,291,776,0,312,1232,291,776,0,312,576,0,531.1666666666666,555.8333333333334,0,-2.0,0.0004111111111111111,1,0,1,0,0,0,0,0,0,4
140000,1,2,1,73,0,0,0,0,0,0,135206,135316,134943,135772,138675,137197,5082,5008,5000,6016,5018,5264,0,5231.333333333333,136184.83333333334,1,0.0,5.612292857142857,0,0,1,0,0,0,0,0,0,0
80000,2,1,2,26,0,0,0,0,0,0,76157,79874,80171,80136,79151,78465,5000,3500,3000,2800,3000,3000,0,3383.3333333333335,78992.33333333333,1,0.0,5.670675,0,0,1,0,0,0,0,0,0,0
